school,school url,location,course name,price,skill,description
Data Science Dojo,/schools/data-science-dojo,Toronto,Data Science and Data Engineering | Toronto,13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
Data Science Dojo,/schools/data-science-dojo,Washington,Data Science and Data Engineering | Washington,13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
Data Science Dojo,/schools/data-science-dojo,New York City,Data Science and Data Engineering | New York,13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
Data Science Dojo,/schools/data-science-dojo,Chicago,Data Science and Data Engineering | Chicago,13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
Data Science Dojo,/schools/data-science-dojo,Seattle,Data Science and Data Engineering | Seattle,13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
Data Science Dojo,/schools/data-science-dojo,Austin,Data Science and Data Engineering | Austin,13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
Data Science Dojo,/schools/data-science-dojo,Singapore,Data Science and Data Engineering | Singapore,13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
Data Science Dojo,/schools/data-science-dojo,Amsterdam,Data Science and Data Engineering,13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
Origin Code Academy,/schools/origin-code-academy,San Diego,Career,13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
TurnToTech,/schools/turntotech,New York City,Android Development Part-Time (Evenings),13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
TurnToTech,/schools/turntotech,New York City,iOS Development with Swift Part-Time (Evenings),13 750,Front End  HTML  Git  Java  SQL,Results / Outcomes    Our Java Bootcamp has placed more graduates in new jobs than any other bootcamp in the Cincinnati Metropolitan Area  and we 've been doing this since 2012. Grads from Cincy Code IT have enjoyed a 98% job placement rate with an average starting salary of $51 000.  No prior experience in IT is required.     About our Curriculum  Instructors  Instruction Delivery    Built on steroids with 20 years of experience delivering IT education to area employers - our curriculum works!   We collaborate with IT departments  know what employers are looking for  and we are experts when it comes to educating adults.     Our Java boot camp delivers 10 weeks of full time instruction with the instructor in the room with you  one week of job placement coaching and additional assistance on an as needed basis until you are hired.      Cincy Code IT instructors are experienced subject matter experts and instructors who know how to teach adults complex and intensive subjects. They are there to instruct  coach and support in building your new skill sets.    We know that learning happens best when you get to practice - a lot. So there is a heavy emphasis on project-based learning coupled with real-world seminars delivered from guest speakers who are software architects  project managers  and inspiring community leaders. Job Placement Coaching is peppered throughout the first 10 weeks with "Lunch N Learns" and the bootcamp is rounded out with an additional week (week 11 ) where we focus completely on job placement coaching and assistance.        BOOT CAMP DATES    Fall Java Bootcamp  October 16 - December 15 2017 Instruction and Projects with Employment Week taking place the week of December 18 - 22  2017. The bootcamp runs Monday through Friday  from 9:00 to 4:30.     For more detailed information and to apply  visit www.cincycodeit.com  or call 513-322-8888.
TurnToTech,/schools/turntotech,New York City,Android Bootcamp,12 000,Java  Android,We’ll start you off by teaching you programming fundamentals through a series of challenging practice problems. Then we’ll help you gain an in-depth understanding of object-oriented programming. Once you have a strong grasp of these important topics  you will move on to developing apps. At the completion of the course  you will have developed a strong skill set with a focus on: Android architecture; Fundamentals of UI/UX design on Android (including animation  user interaction  buttons  tabs  maps  etc.); Data: Storing data in the cloud using Parse as well as on the mobile device using SQLite; Interacting with web services and APIs such as social networks and review sites; Creating your own web services using Parse.com; Using Android device features like camera and GPS; Relatively advanced topics such as security  app performance  asynchronous programming  design patterns  and testing.
TurnToTech,/schools/turntotech,New York City,iOS Bootcamp,12 000,Swift  iOS  Java  Objective-C  Mobile  Android,We’ll start you off by teaching you programming fundamentals through a series of challenging practice problems. Then we’ll help you gain an in-depth understanding of object-oriented programming. Once you have a strong grasp of these important topics  you will move on to developing apps. At the completion of the course  you will have developed a strong skill set with a focus on:    iOS architecture; Fundamentals of UI/UX design on iOS (animation  user interaction  buttons  tabs  maps  etc.); Storing data in the cloud using Parse as well as on the mobile device using Core Data and SQLite; Interacting with web services and APIs such as Facebook and Twitter; Creating your own web service using Parse.com; Using iOS device features like camera and GPS; Relatively advanced topics such as security  app performance  asynchronous programming  design patterns  and testing.
CodeCraft School,/schools/codecraft-school,Boulder,Part-Time  Full Stack Web Development,12 000,Swift  iOS  Java  Objective-C  Mobile  Android,We’ll start you off by teaching you programming fundamentals through a series of challenging practice problems. Then we’ll help you gain an in-depth understanding of object-oriented programming. Once you have a strong grasp of these important topics  you will move on to developing apps. At the completion of the course  you will have developed a strong skill set with a focus on:    iOS architecture; Fundamentals of UI/UX design on iOS (animation  user interaction  buttons  tabs  maps  etc.); Storing data in the cloud using Parse as well as on the mobile device using Core Data and SQLite; Interacting with web services and APIs such as Facebook and Twitter; Creating your own web service using Parse.com; Using iOS device features like camera and GPS; Relatively advanced topics such as security  app performance  asynchronous programming  design patterns  and testing.
CodeCraft School,/schools/codecraft-school,Boulder,Full-Time  Full Stack Web Development,12 000,Swift  iOS  Java  Objective-C  Mobile  Android,We’ll start you off by teaching you programming fundamentals through a series of challenging practice problems. Then we’ll help you gain an in-depth understanding of object-oriented programming. Once you have a strong grasp of these important topics  you will move on to developing apps. At the completion of the course  you will have developed a strong skill set with a focus on:    iOS architecture; Fundamentals of UI/UX design on iOS (animation  user interaction  buttons  tabs  maps  etc.); Storing data in the cloud using Parse as well as on the mobile device using Core Data and SQLite; Interacting with web services and APIs such as Facebook and Twitter; Creating your own web service using Parse.com; Using iOS device features like camera and GPS; Relatively advanced topics such as security  app performance  asynchronous programming  design patterns  and testing.
CodeCraft School,/schools/codecraft-school,Boulder,Part-Time  UX Design Bootcamp,10 500,Design  Product Management  User Experience Design,At CodeCraft School  we believe that UX is the foundation from which you build effective solutions to business problems. Understanding the customer experience through a pragmatic approach to research and design will grant you the ability to convey the magnitude of your work to help make the best decisions for a company’s product and/or service.    Our unique part-time UX Design bootcamp is 14 weeks long. The first two weeks are remote courses that you can attend from anywhere  and the last 12 weeks are in-person at our campus in Boulder  Colorado. The in-person classes are held Tuesday  Wednesday and Thursday evenings from 6pm to 9pm  and on three Saturdays during the cohort which will be from 9am to 5pm.    Throughout this intensive program  you will learn about the entire UX process from seasoned industry professionals who are eager to share their knowledge. The program covers all the phases of the UX workflow  including user research  user testing  defining problems  solving problems  wireframes  design briefs  prototypes  and mockups. As you learn  you’ll put your new skills to work on a variety of hands-on projects to expand your knowledge  build experience  and create a body of work for your portfolio. After graduation  you’ll have the foundational knowledge to take on one of the many roles in User Experience/ Human Design.
Metis,/schools/metis,New York City,Data Science Bootcamp,15 500,Python  Data Science  MongoDB  Git  Hadoop  Spark,Upon graduating  you will be comfortable with the iterative design process  data communication and visualization  and you will have had introductory exposure to modern big data tools and architecture.
Metis,/schools/metis,New York City,Intro to Data Science,15 500,Python  Data Science  MongoDB  Git  Hadoop  Spark,Upon graduating  you will be comfortable with the iterative design process  data communication and visualization  and you will have had introductory exposure to modern big data tools and architecture.
Metis,/schools/metis,New York City,Online Training  Explore Data Science,99,Python  Data Science,Explore Data Science online training introduces common data science theory and techniques to help programmers  mathematicians  and other technical professionals expand their data science expertise. Participants go at their own pace during an overall 40-hour exploration of frequently used data science techniques.    Explore Data Science is in the form of an interactive game  with participants advancing from one planet to another as they're actively engaged with real datasets and interactive tasks. They earn points  awards  and badges for completing missions along the way.    Python is used to complete the interactive challenges. There’s no need to fuss with environment and package setup. Explore Data Science has code execution right in the browser  meaning that users get real results  in real time.    OUTCOMES    Upon completing Explore Data Science  participants will have:    - A working conceptual understanding of the field of data science  - An understanding of using data science to achieve a variety of analytic goals  including next-generation predictive and advisory approaches  - Experience with a wide variety of data science techniques  from Distance Metrics to Genetic Algorithms and lots more in between.
Metis,/schools/metis,New York City,Data Visualization With D3.js,2 750,Data Science  JavaScript  HTML  Git  CSS,Data Visualization With D3.js is a part-time evening course was developed and is currently taught by Kevin Quealy  Graphics Editor at The New York Times.    This is a course about data visualization and D3  the powerful Javascript library frequently used to create data visualizations on the web. We use the library extensively at the Times – its creator  Mike Bostock  was a colleague for three years.    D3 can be challenging to learn  and lots of the difficulty comes with learning syntax and understanding data joins  probably the most fundamental aspect of D3. On top of that  there are the headaches associated with what Hadley Wickham has called the "fiddly bits" of charts: scales  axes  labels  annotations and the like. These basically come for free with software like Excel  R  Chartbuilder or Data Wrapper  but with D3 you're in charge of every pixel  which makes it incredibly powerful.    Ultimately  the reason to learn D3 instead of or in addition to those other (great!) programs is because it enables you to tell stories and communicate information interactively in ways that are simply not possible outside a web browser. Making these kinds of applications is worth a little bit of extra headaches up front.    WHO IS THIS COURSE FOR?    This is a course for anyone who wants to be proficient in the use of D3 and seeks expertise visualizing quantitative information.
Metis,/schools/metis,New York City,Machine Learning  Algorithms and Applications,2 750,Data Science,OVERVIEW  From robotics  speech recognition  and analytics  to finance and social network analysis  machine learning comprises one of the most useful scientific toolsets of our age. This course provides an overview of the core principles of machine learning using a hands-on  project-based curriculum. There is an intense focus on implementing popular machine learning algorithms to solve real problems using real data.    WHO IS THIS COURSE FOR?  This is designed for people working in any number of data-intensive fields  including consulting  finance  IT  healthcare  and logistics  as well as for recent college graduates and entrepreneurs interested or specializing in those fields.    PREREQUISITES  Firm knowledge of the Python programming environment.    Basic understanding of vector and matrix algebra (how to add and multiply vectors/matrices)  as well as basic understanding of the notion of a mathematical function (e.g.  understanding what f(x)=x^2 or f(x) = sin(x) means).    Basic calculus and linear algebra is helpful but not required (e.g.  how to take derivatives  what a linear system of equations is  etc.). A quick refresher on these topics will be provided. (Note: Knowledge of statistics is not required for this course.)    OUTCOMES  Upon completion of the Machine Learning course  students have:    An understanding of the basic principles of machine learning from both an intuitive and practical level.    An intuitive understanding of common feature design principles for image  text  and speech data.  An understanding of how to use popular machine learning and deep learning software packages in Python  as well as know how to implement several popular machine learning algorithms from scratch.    Extensive experience applying machine learning algorithms to real data sets.
Metis,/schools/metis,New York City,Statistical Foundations for Data Science & Machine Learning,2 750,Data Science,OVERVIEW  From robotics  speech recognition  and analytics  to finance and social network analysis  machine learning comprises one of the most useful scientific toolsets of our age. This course provides an overview of the core principles of machine learning using a hands-on  project-based curriculum. There is an intense focus on implementing popular machine learning algorithms to solve real problems using real data.    WHO IS THIS COURSE FOR?  This is designed for people working in any number of data-intensive fields  including consulting  finance  IT  healthcare  and logistics  as well as for recent college graduates and entrepreneurs interested or specializing in those fields.    PREREQUISITES  Firm knowledge of the Python programming environment.    Basic understanding of vector and matrix algebra (how to add and multiply vectors/matrices)  as well as basic understanding of the notion of a mathematical function (e.g.  understanding what f(x)=x^2 or f(x) = sin(x) means).    Basic calculus and linear algebra is helpful but not required (e.g.  how to take derivatives  what a linear system of equations is  etc.). A quick refresher on these topics will be provided. (Note: Knowledge of statistics is not required for this course.)    OUTCOMES  Upon completion of the Machine Learning course  students have:    An understanding of the basic principles of machine learning from both an intuitive and practical level.    An intuitive understanding of common feature design principles for image  text  and speech data.  An understanding of how to use popular machine learning and deep learning software packages in Python  as well as know how to implement several popular machine learning algorithms from scratch.    Extensive experience applying machine learning algorithms to real data sets.
Metis,/schools/metis,San Francisco,Online Training  Explore Data Science,99,Python  Data Science,Explore Data Science online training introduces common data science theory and techniques to help programmers  mathematicians  and other technical professionals expand their data science expertise. Participants go at their own pace during an overall 40-hour exploration of frequently used data science techniques.    Explore Data Science is in the form of an interactive game  with participants advancing from one planet to another as they're actively engaged with real datasets and interactive tasks. They earn points  awards  and badges for completing missions along the way.    Python is used to complete the interactive challenges. There’s no need to fuss with environment and package setup. Explore Data Science has code execution right in the browser  meaning that users get real results  in real time.    OUTCOMES    Upon completing Explore Data Science  participants will have:    - A working conceptual understanding of the field of data science  - An understanding of using data science to achieve a variety of analytic goals  including next-generation predictive and advisory approaches  - Experience with a wide variety of data science techniques  from Distance Metrics to Genetic Algorithms and lots more in between.
Metis,/schools/metis,San Francisco,Data Visualization with D3.js,99,Python  Data Science,Explore Data Science online training introduces common data science theory and techniques to help programmers  mathematicians  and other technical professionals expand their data science expertise. Participants go at their own pace during an overall 40-hour exploration of frequently used data science techniques.    Explore Data Science is in the form of an interactive game  with participants advancing from one planet to another as they're actively engaged with real datasets and interactive tasks. They earn points  awards  and badges for completing missions along the way.    Python is used to complete the interactive challenges. There’s no need to fuss with environment and package setup. Explore Data Science has code execution right in the browser  meaning that users get real results  in real time.    OUTCOMES    Upon completing Explore Data Science  participants will have:    - A working conceptual understanding of the field of data science  - An understanding of using data science to achieve a variety of analytic goals  including next-generation predictive and advisory approaches  - Experience with a wide variety of data science techniques  from Distance Metrics to Genetic Algorithms and lots more in between.
Metis,/schools/metis,San Francisco,Data Science Bootcamp,15 500,Python  Data Science  MongoDB  Hadoop,Application Deadline:May 29  2017
Metis,/schools/metis,San Francisco,Machine Learning  Algorithms and Applications,15 500,Python  Data Science  MongoDB  Hadoop,Application Deadline:May 29  2017
Metis,/schools/metis,San Francisco,Intro to Data Science,15 500,Python  Data Science  MongoDB  Hadoop,Application Deadline:May 29  2017
Metis,/schools/metis,Chicago,Data Science Bootcamp Chicago,15 500,Python  Data Science  MongoDB  HTML  Java  Hadoop  Spark,Application Deadline:May 29  2017
Metis,/schools/metis,Chicago,Intro to Data Science,15 500,Python  Data Science  MongoDB  HTML  Java  Hadoop  Spark,Application Deadline:May 29  2017
Metis,/schools/metis,Chicago,Online Training  Explore Data Science,99,Python  Data Science  MongoDB  HTML  Java  Hadoop  Spark,Application Deadline:May 29  2017
Metis,/schools/metis,Seattle,Data Science Bootcamp Seattle,15 500,Python  Data Science  MongoDB  Hadoop,Application Deadline:May 22  2017
Metis,/schools/metis,Seattle,Online Training  Explore Data Science,99,Python  Data Science  MongoDB  Hadoop,Application Deadline:May 22  2017
Metis,/schools/metis,Seattle,Data Visualization with D3.js,99,Python  Data Science  MongoDB  Hadoop,Application Deadline:May 22  2017
Viking Code School,/schools/viking-code-school,Online,Viking Full Stack Web Application Engineering IMMERSIVE,99,Python  Data Science  MongoDB  Hadoop,Application Deadline:May 22  2017
Viking Code School,/schools/viking-code-school,Online,Viking Full Stack Web Application Engineering FLEX,99,Python  Data Science  MongoDB  Hadoop,Application Deadline:May 22  2017
CoderSchool,/schools/coderschool,Ho Chi Minh City,Android for Engineers,0,Android,Students will architect and implement polished Android applications.
CoderSchool,/schools/coderschool,Ho Chi Minh City,Ruby for Engineers,0,Rails  Ruby,Students will learn how to build web applications using Ruby on Rails.
CoderSchool,/schools/coderschool,Ho Chi Minh City,Node.js for Engineers,0,Rails  Ruby,Students will learn how to build web applications using Ruby on Rails.
CoderSchool,/schools/coderschool,Ho Chi Minh City,iOS (Swift) for Engineers,0,Swift  iOS  Xcode,Students will be able to architect and implement polished iOS Swift applications.
CoderSchool,/schools/coderschool,Ho Chi Minh City,React Native for Engineers,0,Front End  JavaScript  iOS  Xcode  Mobile  CSS  Android  React.js,Students will architect and implement polished React Native applications.
CoderSchool,/schools/coderschool,Hanoi,Ruby for Engineers,0,Front End  JavaScript  iOS  Xcode  Mobile  CSS  Android  React.js,Students will architect and implement polished React Native applications.
CoderSchool,/schools/coderschool,Hanoi,iOS (Swift) for Engineers,0,Front End  JavaScript  iOS  Xcode  Mobile  CSS  Android  React.js,Students will architect and implement polished React Native applications.
LEARN Academy,/schools/learn-academy,San Diego,Full Time Ruby Bootcamp,0,Front End  JavaScript  iOS  Xcode  Mobile  CSS  Android  React.js,Students will architect and implement polished React Native applications.
LEARN Academy,/schools/learn-academy,San Diego,Full Time JavaScript Bootcamp,0,Front End  JavaScript  iOS  Xcode  Mobile  CSS  Android  React.js,Students will architect and implement polished React Native applications.
